id,investor_email,startup_id,amount,created_at
1467,siddharthchander576@gmail.com,545,173483.0,2023-10-29
1468,urishillatella348@gmail.com,3924,169953.42,2024-12-11
1469,maanavdas176@gmail.com,3075,123866.14,2024-01-08
1470,ekapadmahajan695@gmail.com,2218,159980.17,2020-06-25
1471,hiteshdara41@gmail.com,3513,271235.58,2022-01-11
1472,devikawalla852@gmail.com,1652,180538.73,2023-02-28
1473,urvashiraju242@gmail.com,3111,120130.53,2021-09-26
1474,gautaminadig830@gmail.com,1841,109984.17,2024-01-19
1475,ishaniparmar239@gmail.com,3153,136411.81,2022-10-17
1476,barkhasura348@gmail.com,696,280939.2,2022-03-27
1477,lakshsur540@gmail.com,3505,135335.94,2021-07-11
1478,ladlipadmanabhan971@gmail.com,644,148416.45,2021-01-08
1479,jagatthaman227@gmail.com,1802,111414.91,2023-05-11
1480,edhithamaharaj606@gmail.com,3488,237918.67,2020-12-19
1481,aaditiwari941@gmail.com,3828,306786.98,2022-10-01
1482,xitiswaminathan64@gmail.com,910,186049.04,2020-03-09
1483,ekarajbalasubramanian381@gmail.com,3548,156621.83,2020-11-07
1484,jeetbhalla541@gmail.com,2933,152942.63,2020-03-17
1485,ekavirpadmanabhan902@gmail.com,79,40744.54,2021-12-31
1486,charanbatta756@gmail.com,1035,209612.07,2024-06-12
1487,divyachawla7@gmail.com,24,160733.31,2024-05-26
1488,hemanggoswami830@gmail.com,633,184267.36,2022-05-28
1489,yashodharaseth343@gmail.com,934,93083.02,2021-07-31
1490,yashodharakaul261@gmail.com,2524,119243.45,2024-10-19
1491,qushibakshi205@gmail.com,3346,117118.01,2020-03-26
1492,mohammeddhillon44@gmail.com,93,231729.84,2024-08-29
1493,kaisastry245@gmail.com,2124,119699.21,2024-06-15
1494,nirjamadan299@gmail.com,1348,316612.83,2020-07-21
1495,urishillachaudhari634@gmail.com,3892,184468.99,2021-09-01
1496,yashodachaudry470@gmail.com,330,47945.39,2020-12-08
1497,bahadurjitbhatt750@gmail.com,3122,139716.3,2020-03-19
1498,janujashah99@gmail.com,3423,97865.99,2024-07-04
1499,oeshigrover373@gmail.com,501,25550.6,2021-10-06
1500,barkhasule766@gmail.com,854,277957.68,2023-02-06
1501,hemangdara15@gmail.com,453,206251.4,2022-02-11
1502,nidrayogi125@gmail.com,1451,192656.59,2021-05-08
1503,vedabansal31@gmail.com,2327,163232.29,2024-08-29
1504,yashodasen691@gmail.com,2125,39438.59,2021-02-17
1505,janyakorpal453@gmail.com,3756,111310.63,2020-11-28
1506,anjalipuri242@gmail.com,660,217342.46,2021-02-28
1507,yashawinigandhi989@gmail.com,3977,65902.4,2024-05-07
1508,ishanagi200@gmail.com,1962,52541.55,2023-05-21
1509,riatandon436@gmail.com,1249,131831.52,2021-06-28
1510,upadhritidar661@gmail.com,3707,138659.4,2021-02-18
1511,ishaniprashad149@gmail.com,2788,160845.07,2023-07-15
1512,jagatwable800@gmail.com,379,208281.49,2020-12-22
1513,finntripathi174@gmail.com,2960,201008.46,2023-04-16
1514,jaizachariah72@gmail.com,2644,170701.58,2024-10-10
1515,tristanbath426@gmail.com,930,245642.51,2023-10-08
1516,gaurangraghavan555@gmail.com,3210,28482.42,2024-12-02
1517,amolsaraf780@gmail.com,1991,190366.55,2024-09-03
1518,aarnavlalla522@gmail.com,897,200123.07,2022-01-16
1519,aishanisarma439@gmail.com,2109,50835.02,2020-01-14
1520,bhavyasharma441@gmail.com,292,29770.35,2023-04-03
1521,deepataneja543@gmail.com,2430,90324.63,2021-04-25
1522,yaminichowdhury501@gmail.com,2542,97076.68,2022-03-24
1523,jeremiahsharma461@gmail.com,1052,210273.56,2020-05-01
1524,trivenimohanty400@gmail.com,1570,100836.9,2020-02-29
1525,tristansarna932@gmail.com,1308,81492.12,2023-10-21
1526,bachittarbarman466@gmail.com,93,101069.3,2021-09-18
1527,lakshitaggarwal112@gmail.com,2984,239490.59,2023-09-02
1528,hemadasgupta682@gmail.com,898,151043.47,2022-12-09
1529,meerasubramanian199@gmail.com,2906,135659.92,2021-01-06
1530,advikapingle275@gmail.com,1719,141199.56,2023-04-14
1531,vanshaamble241@gmail.com,1088,253364.83,2020-08-15
1532,anikababu646@gmail.com,3696,90066.26,2020-10-03
1533,farisgola530@gmail.com,2786,255240.66,2024-11-06
1534,ojasdhaliwal358@gmail.com,104,166839.7,2021-09-14
1535,chanakyalanka662@gmail.com,3117,137166.45,2024-04-28
1536,mekhaladeo590@gmail.com,425,350072.04,2022-06-16
1537,kevinvenkatesh672@gmail.com,2270,65548.84,2024-12-24
1538,timothyaurora824@gmail.com,160,121705.14,2021-01-20
1539,amolkumar969@gmail.com,849,51405.5,2024-03-27
1540,yachanadoctor846@gmail.com,424,226196.96,2020-09-07
1541,anthonyraj650@gmail.com,2559,285135.11,2021-02-24
1542,ojasoza467@gmail.com,3430,283593.82,2022-08-23
1543,yashicamukherjee871@gmail.com,2281,247915.9,2020-07-01
1544,nikitajhaveri969@gmail.com,3211,134190.36,2021-01-05
1545,ayaanmanne330@gmail.com,2344,120780.72,2022-01-13
1546,jeremiahpillay37@gmail.com,3785,16306.42,2021-10-06
1547,hemalbajaj556@gmail.com,1600,312869.88,2021-02-19
1548,geetikaghosh570@gmail.com,2386,187518.25,2022-09-25
1549,ishavenkataraman567@gmail.com,2375,110643.45,2021-03-11
1550,shravyapingle991@gmail.com,292,256244.55,2024-08-20
1551,hredhaanloke607@gmail.com,3749,72178.84,2023-09-08
1552,masonbalakrishnan754@gmail.com,3685,182529.76,2022-05-15
1553,inayachanda269@gmail.com,2078,136189.67,2023-04-25
1554,bachittarshukla662@gmail.com,749,201094.17,2023-06-28
1555,chandreshpall227@gmail.com,2660,144914.12,2021-11-16
1556,nehakalita515@gmail.com,2393,33925.77,2024-08-14
1557,adyabhavsar822@gmail.com,2118,156046.11,2023-01-23
1558,bhavanibir699@gmail.com,1165,233909.13,2022-09-24
1559,omishatara228@gmail.com,297,147662.69,2023-07-27
1560,aishanisarma439@gmail.com,2648,212009.21,2023-05-07
1561,garimaatwal518@gmail.com,2479,66357.64,2022-06-15
1562,zilmilkari499@gmail.com,3095,147899.14,2022-03-11
1563,mohiniparikh857@gmail.com,2332,100039.16,2024-03-03
1564,kevindugal703@gmail.com,3873,209758.47,2021-05-25
1565,varshapurohit251@gmail.com,1876,152519.32,2024-05-01
1566,bahadurjitkanda191@gmail.com,1627,205205.89,2024-04-28
1567,wishibassi658@gmail.com,3960,237016.83,2020-02-19
1568,guneetrana502@gmail.com,2038,205329.49,2023-06-11
1569,wakeetakuruvilla258@gmail.com,1253,171849.47,2021-05-14
1570,anitawali84@gmail.com,3902,70143.02,2024-07-29
1571,chandaniwagle56@gmail.com,3163,149777.11,2021-03-07
1572,madhavibhatnagar753@gmail.com,2201,107352.77,2025-01-01
1573,anaymishra868@gmail.com,62,122474.88,2021-07-02
1574,gauriparsa110@gmail.com,2386,120037.27,2020-01-04
1575,janyawalia55@gmail.com,2810,71605.95,2024-06-13
1576,pallavidash915@gmail.com,2438,6587.09,2024-04-21
1577,yauvaniyogi258@gmail.com,2959,96548.56,2021-03-04
1578,nimratnadig309@gmail.com,2991,165470.36,2020-10-28
1579,ridhirao346@gmail.com,627,42145.84,2022-10-24
1580,yaminibhasin729@gmail.com,1572,151254.58,2023-02-16
1581,bhavikasoman539@gmail.com,1289,302021.47,2020-07-03
1582,pavanisane484@gmail.com,577,231844.52,2024-07-24
1583,ekbalkrish994@gmail.com,2642,281483.32,2021-06-04
1584,prishachar816@gmail.com,3031,181290.23,2024-06-04
1585,manthanvyas694@gmail.com,652,243400.79,2022-01-26
1586,noahbahri375@gmail.com,998,92082.82,2021-09-10
1587,ucchaljhaveri21@gmail.com,785,98452.78,2024-05-16
1588,imarankurian217@gmail.com,754,69131.22,2020-09-02
1589,maanaskade938@gmail.com,3438,244891.64,2022-05-16
1590,ekantikachander141@gmail.com,2885,273225.92,2023-04-13
1591,yuvrajbakshi477@gmail.com,2404,105745.82,2020-05-03
1592,yauvanilad720@gmail.com,2394,129683.86,2021-02-06
1593,balveersarma517@gmail.com,2733,89691.03,2024-06-09
1594,daksharamachandran43@gmail.com,2306,180612.28,2024-12-01
1595,gauridhar428@gmail.com,121,239994.6,2024-12-17
1596,binabhat246@gmail.com,2838,10578.24,2023-07-21
1597,eshanabhatnagar708@gmail.com,2716,182755.08,2020-11-10
1598,yachanamanne417@gmail.com,1884,127866.26,2024-09-01
1599,riapillay368@gmail.com,69,159071.55,2024-11-17
1600,upadhritirajagopal332@gmail.com,1971,186719.52,2022-03-16
1601,nathanpanchal765@gmail.com,1362,134943.8,2023-03-27
1602,sanayadoshi713@gmail.com,3774,141713.05,2024-04-26
1603,gavinhanda222@gmail.com,735,132889.99,2020-08-09
1604,thomassura677@gmail.com,2459,227625.3,2021-01-04
1605,sarthakjoshi632@gmail.com,3781,183500.8,2020-06-12
1606,lekhanarayan849@gmail.com,2839,167646.68,2021-08-03
1607,kritikabumb662@gmail.com,1463,48323.86,2020-05-11
1608,daminikonda731@gmail.com,1184,119713.62,2023-08-24
1609,kalalal544@gmail.com,1688,221893.53,2023-11-10
1610,vanyabansal178@gmail.com,1386,153015.73,2024-12-07
1611,yauvanishetty819@gmail.com,1567,202762.52,2024-01-18
1612,jagdishdua916@gmail.com,2211,291320.94,2021-03-13
1613,samarthmani30@gmail.com,841,233088.49,2024-10-25
1614,zehaanshroff378@gmail.com,832,157452.67,2021-05-26
1615,upkaargrewal217@gmail.com,2440,109120.87,2023-12-02
1616,atharvbail527@gmail.com,1021,54283.97,2021-02-16
1617,nidhiuppal113@gmail.com,3256,136529.21,2023-01-13
1618,ojasvibose22@gmail.com,3215,123919.0,2023-09-28
1619,mekhalabal167@gmail.com,1226,181229.3,2022-02-17
1620,nirjaupadhyay280@gmail.com,116,137687.58,2024-12-18
1621,aadikant610@gmail.com,3917,124369.2,2024-01-16
1622,fariqsaxena232@gmail.com,1992,7648.09,2021-05-13
1623,meeranarula218@gmail.com,3946,74802.57,2020-10-02
1624,lekhanarayan849@gmail.com,3477,188132.08,2023-02-05
1625,qarindubey90@gmail.com,668,287272.61,2024-10-25
1626,chakradevnarayanan151@gmail.com,2706,142197.97,2024-12-28
1627,calebkant580@gmail.com,1302,176224.89,2021-12-18
1628,pahalshah716@gmail.com,201,226198.25,2022-06-13
1629,yochanadave625@gmail.com,1449,85128.49,2023-08-24
1630,tanmayimahajan236@gmail.com,685,179345.12,2020-02-09
1631,upadhritibhakta12@gmail.com,490,90760.79,2024-01-11
1632,nakulmaharaj708@gmail.com,2160,219185.96,2022-05-03
1633,fariqcomar934@gmail.com,978,162112.24,2023-09-05
1634,gaurijaggi111@gmail.com,466,173876.15,2021-09-16
1635,rajeshribose974@gmail.com,3936,87392.11,2024-02-17
1636,divyadeol888@gmail.com,1307,206562.59,2021-06-09
1637,jeevikasant557@gmail.com,2484,316777.03,2023-05-15
1638,irabala520@gmail.com,2174,69367.06,2023-12-23
1639,jyotiverma43@gmail.com,1612,122819.28,2023-04-30
1640,radhikamallick589@gmail.com,2825,168528.6,2022-03-12
1641,vrishtivarughese663@gmail.com,681,212912.5,2020-12-09
1642,ekanshramesh684@gmail.com,660,105236.3,2020-04-26
1643,ekavirpuri738@gmail.com,1009,76642.42,2022-12-11
1644,labanahuja959@gmail.com,3986,258735.16,2020-06-05
1645,andrewpalla442@gmail.com,1200,210840.49,2020-07-01
1646,iravirk289@gmail.com,272,10564.2,2021-07-22
1647,qasimvig769@gmail.com,1490,101394.5,2021-11-15
1648,ubikaram429@gmail.com,1708,275454.59,2021-08-17
1649,chakradevsom243@gmail.com,3434,265823.71,2024-01-24
1650,ekajapurohit77@gmail.com,1949,225091.2,2023-10-05
1651,abeernarain675@gmail.com,613,135911.01,2020-04-09
1652,jeettailor37@gmail.com,2273,156638.99,2020-02-14
1653,amoltailor34@gmail.com,1531,139525.94,2020-02-06
1654,adwetasubramanian361@gmail.com,2722,240259.18,2022-11-21
1655,leelaverma458@gmail.com,1067,79932.61,2021-12-29
1656,ayaanbala126@gmail.com,2559,85536.03,2022-01-05
1657,sameshnagar528@gmail.com,627,230821.97,2022-10-24
1658,qabilgrover678@gmail.com,747,146451.08,2021-03-12
1659,lakshgarg225@gmail.com,1333,260277.39,2023-01-08
1660,luckykamdar160@gmail.com,2490,96279.02,2022-12-02
1661,xalakshan397@gmail.com,2759,145617.73,2020-09-28
1662,rishikrishnan609@gmail.com,1231,76206.96,2024-11-08
1663,manyachokshi347@gmail.com,2256,150589.01,2021-06-12
1664,tarabuch365@gmail.com,1805,31716.25,2021-03-06
1665,divyasuri985@gmail.com,1599,110989.33,2022-05-08
1666,samarthmani30@gmail.com,264,35099.69,2022-04-29
1667,aishanidas133@gmail.com,126,205513.86,2020-06-04
1668,wrideshrajan315@gmail.com,130,207327.15,2022-08-17
1669,pranavnarayan205@gmail.com,1273,11578.98,2023-10-18
1670,waidakant822@gmail.com,1410,256710.86,2020-01-20
1671,gayathrinarayan27@gmail.com,2651,349793.21,2023-01-21
1672,simonpadmanabhan844@gmail.com,1448,153680.51,2021-06-14
1673,vidhiedwin594@gmail.com,2554,98710.86,2023-04-16
1674,abhiramkapur820@gmail.com,1473,375946.45,2022-08-23
1675,charanmisra197@gmail.com,3001,44482.52,2022-01-03
1676,idikabakshi521@gmail.com,3266,151608.52,2024-11-26
1677,imarankurian217@gmail.com,2331,164369.78,2024-10-27
1678,xalakboase156@gmail.com,3640,257611.81,2022-08-21
1679,abeerbatra779@gmail.com,440,178779.12,2024-04-12
1680,wyattchowdhury290@gmail.com,3605,110109.29,2024-04-28
1681,niharikabarman621@gmail.com,1976,73905.25,2024-09-29
1682,ladlisachdev12@gmail.com,3110,122654.25,2023-05-26
1683,poojapant322@gmail.com,3975,69445.81,2020-01-11
1684,anjalishere240@gmail.com,638,153826.03,2023-12-16
1685,brindathakkar242@gmail.com,2836,104864.31,2022-03-29
1686,zehaangarde238@gmail.com,3187,30476.98,2024-12-01
1687,gangalad140@gmail.com,2804,250411.66,2022-04-08
1688,gauravprasad794@gmail.com,1140,110186.2,2021-04-07
1689,abhiramsolanki297@gmail.com,2072,48549.06,2021-11-01
1690,aashibhargava955@gmail.com,3498,136539.27,2022-11-05
1691,ekanikorpal743@gmail.com,1321,155469.73,2021-02-15
1692,andrewbora887@gmail.com,830,10282.66,2021-06-21
1693,arunimasunder398@gmail.com,630,176531.81,2022-02-08
1694,pratyushbadal17@gmail.com,2653,66227.39,2024-10-06
1695,liamdatta945@gmail.com,2271,286882.3,2021-01-17
1696,nishakrishnamurthy577@gmail.com,1673,191916.84,2022-11-02
1697,aryanbera85@gmail.com,507,118008.0,2024-08-01
1698,kalpitthakur517@gmail.com,53,90386.58,2024-05-08
1699,aayushnaidu898@gmail.com,2183,141602.58,2022-10-23
1700,jyotidass383@gmail.com,207,199023.26,2024-10-17
1701,aarnavlalla522@gmail.com,683,147960.47,2024-07-19
1702,hredhaande640@gmail.com,2541,132627.3,2023-06-21
1703,divyapandit955@gmail.com,3647,154669.62,2022-09-20
1704,waidanazareth15@gmail.com,1705,101691.29,2021-12-26
1705,chandaniganguly319@gmail.com,2215,122543.53,2020-10-11
1706,ijayarajan158@gmail.com,2186,16863.4,2020-04-17
1707,jonathanramaswamy390@gmail.com,1884,227898.1,2024-03-13
1708,sanyavasa926@gmail.com,2048,173903.82,2021-05-09
1709,chatreshdara562@gmail.com,2229,88123.53,2022-06-02
1710,balhaarreddy982@gmail.com,1223,301898.8,2020-10-16
1711,leelaparekh732@gmail.com,3822,156961.32,2020-03-13
1712,lohitdatta162@gmail.com,3723,67108.51,2021-11-26
1713,daksheshsandhu624@gmail.com,2140,218538.99,2022-12-14
1714,udantmital424@gmail.com,2323,181843.86,2020-08-05
1715,ojasviiyer149@gmail.com,132,181566.4,2024-09-27
1716,onveersama435@gmail.com,789,115939.55,2020-01-08
1717,yoshitakalita84@gmail.com,3204,186039.66,2020-06-28
1718,rayaankhanna812@gmail.com,966,129059.34,2022-08-20
1719,amairahora356@gmail.com,3007,194475.32,2024-10-06
1720,luckyhayre57@gmail.com,2187,2395.56,2021-05-03
1721,jagvidave646@gmail.com,2491,115290.12,2020-03-19
1722,ekantikasengupta98@gmail.com,82,287772.41,2020-11-03
1723,gangalad140@gmail.com,3963,88634.6,2021-01-21
1724,lukegupta334@gmail.com,3621,101692.94,2022-05-28
1725,xavierkaran63@gmail.com,916,114163.09,2024-05-26
1726,lakshchaudhari340@gmail.com,2603,52815.51,2023-04-30
1727,ekalingashenoy613@gmail.com,911,26662.46,2021-12-01
1728,vanyadora440@gmail.com,2239,131553.09,2024-04-14
1729,tamannaparmar156@gmail.com,1168,160868.75,2021-05-27
1730,maxmishra746@gmail.com,374,145799.59,2021-06-15
1731,nidhiuppal113@gmail.com,1896,138409.72,2020-11-11
1732,devikawalla852@gmail.com,2444,153443.27,2022-11-02
1733,ekalingakeer698@gmail.com,2383,231827.32,2021-07-21
1734,radhikadas668@gmail.com,2845,134764.31,2020-08-11
1735,dalbirbath221@gmail.com,2429,104073.39,2020-10-13
1736,zilmilgole726@gmail.com,3378,127509.96,2022-11-09
1737,zayantandon805@gmail.com,584,196347.74,2024-04-18
1738,vaishnavinatarajan949@gmail.com,2737,262962.15,2021-11-14
1739,danielsibal31@gmail.com,3495,99748.5,2020-03-05
1740,quincynazareth856@gmail.com,3714,157914.7,2020-12-24
1741,dakshsarraf348@gmail.com,1967,177068.6,2021-07-17
1742,charvinayar207@gmail.com,2825,70593.76,2023-05-04
1743,pranittripathi690@gmail.com,1076,151633.37,2020-04-15
1744,girikdixit332@gmail.com,2883,32746.09,2024-02-26
1745,akshaybarman617@gmail.com,1608,8475.98,2022-07-07
1746,ishaninaik314@gmail.com,3182,179339.71,2022-12-07
1747,yaminirastogi329@gmail.com,1898,119290.02,2024-07-25
1748,rachitchoudhary143@gmail.com,181,166182.43,2021-04-09
1749,irakalla520@gmail.com,812,148568.4,2024-06-04
1750,yagneshnagar242@gmail.com,1580,71888.0,2024-01-03
1751,udantrout372@gmail.com,2020,146379.66,2024-01-23
1752,zarnaluthra100@gmail.com,3840,51351.9,2022-07-27
1753,ishachar955@gmail.com,402,261277.79,2020-12-23
1754,geetikachander368@gmail.com,794,41522.37,2022-07-25
1755,tanishsrinivasan355@gmail.com,2348,134337.18,2020-10-11
1756,girishnigam443@gmail.com,648,66618.27,2020-03-15
1757,janyaupadhyay885@gmail.com,2611,195633.69,2020-04-23
1758,utkarshahluwalia725@gmail.com,3774,123485.49,2022-02-02
1759,barkhawable671@gmail.com,2976,108506.66,2023-08-07
1760,meerasubramanian199@gmail.com,3281,218256.12,2024-01-19
1761,udarshvyas873@gmail.com,232,152354.45,2020-10-01
1762,niteshrai286@gmail.com,1733,191331.56,2024-09-21
1763,unnicomar514@gmail.com,167,71493.93,2022-08-24
1764,fiyaztara534@gmail.com,3481,37614.64,2023-03-02
1765,thomasbains25@gmail.com,3902,158576.64,2020-12-18
1766,harrisonkrishnan991@gmail.com,2142,124492.29,2020-03-24
1767,lakshchaudhari340@gmail.com,2270,200114.77,2024-12-27
1768,gayathrinazareth614@gmail.com,659,143607.32,2024-02-15
1769,prishachar816@gmail.com,2730,166406.03,2020-06-12
1770,gauravnori68@gmail.com,104,20129.4,2024-10-23
1771,saumyaahuja910@gmail.com,3240,301074.96,2024-01-03
1772,chakrikapandit874@gmail.com,159,136860.64,2020-09-11
1773,nirjabanerjee948@gmail.com,2302,205806.96,2023-08-21
1774,gautamibhavsar999@gmail.com,2401,83112.67,2024-12-12
1775,kavyad’alia328@gmail.com,3896,174640.79,2024-04-17
1776,rakshadubey18@gmail.com,3461,45772.42,2021-11-19
1777,nehakakar81@gmail.com,149,186165.43,2021-04-16
1778,irabala520@gmail.com,2559,121522.07,2023-02-27
1779,qadimtripathi118@gmail.com,270,152335.24,2022-01-11
1780,yashodamall501@gmail.com,2239,205837.92,2024-12-16
1781,zashilgrewal703@gmail.com,3525,51396.78,2021-09-24
1782,dominicshah131@gmail.com,1143,95240.66,2022-07-11
1783,chanakyabawa801@gmail.com,3320,186585.94,2023-09-21
1784,wahabkrishna226@gmail.com,852,317857.72,2021-10-07
1785,riyabahri582@gmail.com,445,138953.41,2021-01-31
1786,chamanedwin827@gmail.com,1447,197290.89,2024-11-09
1787,manansachdev368@gmail.com,2486,141442.28,2020-10-28
1788,naveennagar43@gmail.com,2017,305379.65,2024-03-12
1789,nimratkakar850@gmail.com,1065,10222.27,2022-02-23
1790,avibhasin280@gmail.com,400,157569.68,2022-05-15
1791,lopabrar796@gmail.com,19,19956.48,2020-11-12
1792,omkaarchandran850@gmail.com,2126,50525.73,2022-10-28
1793,paninikapadia666@gmail.com,3549,173796.96,2023-12-17
1794,ektaiyer257@gmail.com,1820,161159.82,2024-09-18
1795,pranitjha767@gmail.com,1435,127213.04,2022-09-13
1796,urvibedi525@gmail.com,378,141504.47,2024-07-24
1797,amolpatil555@gmail.com,1098,397863.95,2020-02-13
1798,jairajnagar61@gmail.com,2479,129345.99,2020-12-12
1799,isaiahdara299@gmail.com,1221,190809.95,2024-09-08
1800,zansinair148@gmail.com,493,98050.81,2020-08-14
1801,vasanarattan930@gmail.com,1014,173618.61,2021-11-23
1802,sanayasant416@gmail.com,1902,130941.31,2021-04-13
1803,vaishnavipingle67@gmail.com,2349,117158.52,2021-11-05
1804,nandinisastry30@gmail.com,3276,295511.88,2020-11-12
1805,nakulbakshi957@gmail.com,3107,244174.8,2024-07-03
1806,nakshkibe512@gmail.com,3102,160939.73,2023-05-19
1807,jeetsarin258@gmail.com,789,34336.95,2024-06-19
1808,pranavpatil262@gmail.com,1591,121119.26,2023-08-15
1809,radhakrishnan53@gmail.com,780,366242.21,2020-05-16
1810,zaitraprasad307@gmail.com,829,131547.07,2020-06-08
1811,amaranigam618@gmail.com,2221,238257.41,2022-01-26
1812,hredhaannarang544@gmail.com,1435,265355.39,2022-06-02
1813,neelimadeep711@gmail.com,1276,167517.11,2023-04-07
1814,virajrastogi903@gmail.com,349,82654.27,2022-10-07
1815,yashasvioak498@gmail.com,1419,44824.99,2021-08-30
1816,bhavnatrivedi789@gmail.com,2655,204733.06,2023-06-26
1817,ucchaljhaveri21@gmail.com,282,84819.52,2022-07-09
1818,masonsuresh357@gmail.com,1801,164092.04,2022-01-26
1819,bakhshihari249@gmail.com,571,50014.37,2021-04-19
1820,sudikshabhavsar693@gmail.com,1750,128781.0,2021-11-12
1821,fariqvig927@gmail.com,2190,152697.52,2022-05-08
1822,riabasak532@gmail.com,1884,171487.49,2020-04-03
1823,bakhshidatta111@gmail.com,735,60814.23,2022-05-27
1824,vidhiray320@gmail.com,346,245752.88,2024-05-18
1825,shivaniparikh665@gmail.com,2243,102248.42,2020-03-31
1826,nakulmukhopadhyay965@gmail.com,1032,16042.44,2022-08-31
1827,niharikagarde612@gmail.com,1090,141278.13,2021-02-11
1828,chaitalysankar641@gmail.com,2387,152750.02,2023-08-08
1829,qushisabharwal344@gmail.com,1180,162847.15,2024-10-03
1830,chaayakalita492@gmail.com,1565,258970.59,2023-02-21
1831,shauryahegde720@gmail.com,1483,131084.09,2021-08-11
1832,matthewray359@gmail.com,2655,140430.43,2023-10-11
1833,gauravnori68@gmail.com,940,61745.25,2021-11-20
1834,ayaanmanne330@gmail.com,3916,215644.28,2021-07-14
1835,tanveerdani106@gmail.com,351,164744.73,2021-10-28
1836,kaimadan518@gmail.com,186,116397.78,2021-10-02
1837,wishidyal784@gmail.com,2690,2373.98,2022-12-16
1838,harrisonbhattacharyya125@gmail.com,992,265552.98,2022-09-09
1839,aishanisama16@gmail.com,677,51785.6,2022-02-06
1840,janujakibe49@gmail.com,3055,102697.76,2023-05-02
1841,gunbirchandran710@gmail.com,3454,178667.56,2020-11-27
1842,gautamisrinivas276@gmail.com,3358,54275.37,2023-03-02
1843,chaturaprakash103@gmail.com,2748,30519.22,2021-09-15
1844,kevinbanerjee290@gmail.com,3487,19915.81,2023-06-03
1845,chavvimuni394@gmail.com,2153,207679.76,2021-12-12
1846,shivanshsuri337@gmail.com,577,106385.1,2024-09-21
1847,saipandit474@gmail.com,3169,384181.61,2022-09-22
1848,yashasvidhawan987@gmail.com,2412,70451.59,2020-02-02
1849,ubikalala320@gmail.com,2155,76283.92,2024-10-03
1850,abdulthakkar230@gmail.com,1764,104768.56,2023-04-20
1851,anvisane216@gmail.com,2671,169450.77,2024-06-12
1852,jacksonmohan336@gmail.com,2729,112383.73,2021-04-15
1853,avirai588@gmail.com,2163,198986.58,2021-01-30
1854,dalbirmagar331@gmail.com,1031,71712.93,2020-03-26
1855,geetikakanda445@gmail.com,642,39472.66,2022-01-16
1856,raghavsandal308@gmail.com,1343,6142.82,2020-12-19
1857,leelaparmar608@gmail.com,3114,27885.93,2024-05-31
1858,vrittikhosla294@gmail.com,3469,108554.48,2021-07-09
1859,yutikadada290@gmail.com,130,125921.58,2023-09-20
1860,udarshmangal744@gmail.com,240,99485.04,2024-07-25
1861,michaelkadakia811@gmail.com,3905,249472.46,2021-03-29
1862,aradhanapatil551@gmail.com,1474,248242.42,2021-03-21
1863,warhideshmukh524@gmail.com,581,123215.76,2021-06-29
1864,danielzacharia132@gmail.com,1166,6486.31,2021-10-17
1865,pavanisampath288@gmail.com,1678,104663.59,2022-10-22
1866,peterbora639@gmail.com,3795,102014.29,2024-03-05
1867,ekantanarula142@gmail.com,3457,97429.2,2021-05-22
1868,sanayabehl435@gmail.com,1315,94182.49,2020-07-10
1869,deepakadakia680@gmail.com,1626,97722.97,2020-03-19
1870,jagdishbehl283@gmail.com,1964,119076.67,2021-01-19
1871,urmisama351@gmail.com,1753,99156.71,2022-03-15
1872,nilimadeo665@gmail.com,3770,166665.8,2022-07-19
1873,ikbaldani558@gmail.com,3261,178829.5,2022-08-08
1874,janyaprashad204@gmail.com,2185,77148.39,2024-11-13
1875,lakshitboase86@gmail.com,2936,251685.23,2023-12-14
1876,samakshagarwal151@gmail.com,2888,71595.02,2022-03-01
1877,zaidnadig18@gmail.com,433,20575.95,2023-05-20
1878,anshsachar407@gmail.com,3926,180462.25,2024-01-07
1879,abdulbhatnagar280@gmail.com,3899,84607.35,2020-08-03
1880,farajchaudhari82@gmail.com,791,175703.32,2021-01-14
1881,divyabhargava671@gmail.com,2486,42293.49,2023-08-30
1882,faqidvora358@gmail.com,950,261396.48,2024-04-30
1883,jagratimukherjee608@gmail.com,3218,203783.47,2021-01-14
1884,yuvrajhanda560@gmail.com,2942,29961.88,2022-04-23
1885,liamnagy252@gmail.com,3419,31697.83,2022-08-27
1886,yashicaraj620@gmail.com,712,283781.27,2020-11-27
1887,mahikabarad337@gmail.com,2779,91009.61,2022-04-03
1888,zayyankata981@gmail.com,2038,83265.21,2020-10-30
1889,abeerchoudhury263@gmail.com,655,31284.17,2021-03-15
1890,kamalabajwa611@gmail.com,686,121937.74,2024-10-03
1891,tanishjayaraman786@gmail.com,3477,131782.43,2023-07-24
1892,gaurikamittal197@gmail.com,27,207239.45,2022-08-02
1893,qasimbala503@gmail.com,2761,38073.73,2024-02-10
1894,henrypurohit386@gmail.com,2168,28377.06,2020-08-27
1895,jasmitgoel138@gmail.com,3331,186077.01,2023-02-25
1896,yaminibhasin729@gmail.com,294,230538.41,2023-03-11
1897,omajapal815@gmail.com,1321,24307.81,2024-11-21
1898,aryakhatri967@gmail.com,1826,236521.13,2021-07-31
1899,pallavisekhon190@gmail.com,1088,153003.35,2022-06-24
1900,nirjaupadhyay280@gmail.com,2857,237344.43,2023-05-21
1901,pushtisandal126@gmail.com,413,144382.37,2024-03-01
1902,harinisaraf591@gmail.com,156,51782.23,2020-07-30
1903,chandreshkaur446@gmail.com,2492,137842.61,2020-12-22
